objectid,filename,img_thumb,institution,display_template,format,parentid,prefix,subject,title,collection-name,date,date-descriptive,place,photographer,description,usage,maori-fashion-keyword,Flickr account (if applicable)
maori-glass-bw-030,https://thumbnailer.digitalnz.org/?resize=664%3E&src=https%3A%2F%2Fndhadeliver.natlib.govt.nz%2FNLNZStreamGate%2Fget%3Fdps_pid%3DIE62327210,https://thumbnailer.digitalnz.org/?resize=664%3E&src=https%3A%2F%2Fndhadeliver.natlib.govt.nz%2FNLNZStreamGate%2Fget%3Fdps_pid%3DIE62327210,The National Library of New Zealand,image,image/jpeg,,maori-glass-bw,man (tāne); portrait; cloak,Kereopa Te Rau,"Carnell, Samuel 1832-1920 :Maori portrait negatives / Carnell, Samuel 1832-1920 :Maori portrait negatives",1870,12-8-1871,,"Carnell, Samuel, 1832-1929","Carte de visite portrait of Kereopa Te Rau, Ngati Rangiwewehi warrior and Pai Marire leader, taken at Napier prison on 8 December 1871 by Samuel Carnell of Napier.

Previously note read ""but prompt medical attention saved his life. This photograph was taken eight later"". Probably supposed to read eight days later but this was not clear

Inscriptions: Photographer's title on negative - centre - S Carnell Photo 8/12/71

Kereopa Te Rau, who had long been sought by the colonial authorities for his part in the killing of the Reverend Carl Volkner, was captured in the Urewera country in November 1871 by Ngati Porou, under the command of Ropata Wahawaha.He was brought to Napier by steamer and handed over to the police on November 28. As he was taken over the threshhold of the prison he slashed his throat with a concealed razor, but prompt medical attention saved his life. In this photograph, the piupiu (flax skirt) around his shoulders conceals the scar of the razor wound. Kereopa was hanged on 5 January, 1872.

Quantity: 1 b&w original negative(s).

Physical Description: Wet collodion glass negative 4.25 x 3.25 inches",Partly restricted - Please use surrogate in place of original,,
maori-glass-bw-031,https://thumbnailer.digitalnz.org/?resize=664%3E&src=https%3A%2F%2Fndhadeliver.natlib.govt.nz%2FNLNZStreamGate%2Fget%3Fdps_pid%3DIE130429,https://thumbnailer.digitalnz.org/?resize=664%3E&src=https%3A%2F%2Fndhadeliver.natlib.govt.nz%2FNLNZStreamGate%2Fget%3Fdps_pid%3DIE130429,The National Library of New Zealand,image,image/jpeg,,maori-glass-bw,man (tāne); portrait; cloak,Paora Rerepu,"Carnell, Samuel 1832-1920 :Maori portrait negatives / Carnell, Samuel 1832-1920 :Maori portrait negatives",1880,3-30-1884,,"Carnell, Samuel, 1832-1930","Carte de visite portrait of Paora Rerepu, dressed in a Maori feather cloak with an adornment hanging from his right ear, taken by Samuel Carnell of Napier.

Inscriptions: Marginal notes on negative - centre right - Paoro 30 3 84

Paora Rerepu was a distinguished Mohaka chief in the early days of the Colony. He was descended from Kahungunu through Tuteihonga. He took a leading part in the defence of the East Coast against the invasion of the Hauhau, and in May 1866 he received the surrender of Te Waru and his party. His son Ropihana was one of the garrison of Te Huki pa when it was sacked by Te Kooti (Apr 1869). Paora and Ihaka Whanga were absent on an expedition and unable to help, but they arrived in time to relieve the twin pa Hiruharama

Quantity: 1 b&w original negative(s).

Physical Description: Dry plate glass negative 4.25 x 3.25 inches",Partly restricted - Please use surrogate in place of original,,
maori-glass-bw-032,https://thumbnailer.digitalnz.org/?resize=664%3E&src=https%3A%2F%2Fndhadeliver.natlib.govt.nz%2FNLNZStreamGate%2Fget%3Fdps_pid%3DIE16097,https://thumbnailer.digitalnz.org/?resize=664%3E&src=https%3A%2F%2Fndhadeliver.natlib.govt.nz%2FNLNZStreamGate%2Fget%3Fdps_pid%3DIE16097,The National Library of New Zealand,image,image/jpeg,,maori-glass-bw,man (tāne); portrait; cloak,"Unidentified man, Hawkes Bay district","Carnell, Samuel 1832-1920 :Maori portrait negatives / Carnell, Samuel 1832-1920 :Maori portrait negatives",1870,"
1870 - 1900",Hawkes Bay district,"Carnell, Samuel, 1832-1931","The kaitaka (cloak) appears in other portraits by Samuel Carnell, and was probably owned by the studio. Another portrait of this man appears at 1/4-022177-G.

Quantity: 1 b&w original negative(s).",Partly restricted - Please use surrogate in place of original,,
maori-glass-bw-033,https://thumbnailer.digitalnz.org/?resize=664%3E&src=https%3A%2F%2Fndhadeliver.natlib.govt.nz%2FNLNZStreamGate%2Fget%3Fdps_pid%3DIE60820,https://thumbnailer.digitalnz.org/?resize=664%3E&src=https%3A%2F%2Fndhadeliver.natlib.govt.nz%2FNLNZStreamGate%2Fget%3Fdps_pid%3DIE60820,The National Library of New Zealand,image,image/jpeg,,maori-glass-bw,man (tāne); portrait,"Karitina, Maori man from Hawkes Bay","Carnell, Samuel 1832-1920 :Maori portrait negatives / Carnell, Samuel 1832-1920 :Maori portrait negatives",1870,"
Between 1870 and 1880",Hawkes Bay district,"Carnell, Samuel, 1832-1932","Carte de visite portrait of Karitina, a Maori man from Hawkes Bay, taken, probably in the 1870s, by Samuel Carnell of Napier.

Date assigned on the basis that Carnell used the wet collodion process early in his career.

Inscriptions: Marginal notes on negative - centre right - Karitina of Pates[?] [pencil note]

Quantity: 1 b&w original negative(s).

Physical Description: Wet collodion glass negative 4.25 x 3.25 inches",Partly restricted - Please use surrogate in place of original,,
maori-glass-bw-034,https://thumbnailer.digitalnz.org/?resize=664%3E&src=https%3A%2F%2Fndhadeliver.natlib.govt.nz%2FNLNZStreamGate%2Fget%3Fdps_pid%3DIE332306,https://thumbnailer.digitalnz.org/?resize=664%3E&src=https%3A%2F%2Fndhadeliver.natlib.govt.nz%2FNLNZStreamGate%2Fget%3Fdps_pid%3DIE332306,The National Library of New Zealand,image,image/jpeg,,maori-glass-bw,man (tāne); portrait; cloak,Otene Mahoni,"Carnell, Samuel 1832-1920 :Maori portrait negatives / Carnell, Samuel 1832-1920 :Maori portrait negatives",1880,Between 1880 and 1890,Hawkes Bay district,"Carnell, Samuel, 1832-1933","Carte de visite portrait of Otene Mahoni taken, probably in the 1880s, by Samuel Carnell of Napier.

Dated from use of dry plate process.

Inscriptions: Marginal notes on negative - centre right - Otene Mahoni

Quantity: 1 b&w original negative(s).

Physical Description: Dry plate glass negative 4.25 x 3.25 inches",Partly restricted - Please use surrogate in place of original,,
maori-glass-bw-035,https://thumbnailer.digitalnz.org/?resize=664%3E&src=https%3A%2F%2Fndhadeliver.natlib.govt.nz%2FNLNZStreamGate%2Fget%3Fdps_pid%3DIE81506,https://thumbnailer.digitalnz.org/?resize=664%3E&src=https%3A%2F%2Fndhadeliver.natlib.govt.nz%2FNLNZStreamGate%2Fget%3Fdps_pid%3DIE81506,The National Library of New Zealand,image,image/jpeg,,maori-glass-bw,man (tāne); portrait,Maori man from Hawkes Bay district,"Carnell, Samuel 1832-1920 :Maori portrait negatives / Carnell, Samuel 1832-1920 :Maori portrait negatives",1870,"
[Between 1870 and 1880]",Hawkes Bay district,"Carnell, Samuel, 1832-1934","Carte de visite portrait of Maori man from Hawkes Bay, taken, probably in the 1870s, by Samuel Carnell of Napier.

Date assigned on the basis that Carnell used the wet collodion process early in his career.

The man's moko has been highlighted with greasepaint.",Partly restricted - Please use surrogate in place of original,,
maori-glass-bw-036,https://thumbnailer.digitalnz.org/?resize=664%3E&src=https%3A%2F%2Fndhadeliver.natlib.govt.nz%2FNLNZStreamGate%2Fget%3Fdps_pid%3DIE75859,https://thumbnailer.digitalnz.org/?resize=664%3E&src=https%3A%2F%2Fndhadeliver.natlib.govt.nz%2FNLNZStreamGate%2Fget%3Fdps_pid%3DIE75859,The National Library of New Zealand,image,image/jpeg,,maori-glass-bw,man (tāne); portrait,Kiri Wera,"Carnell, Samuel 1832-1920 :Maori portrait negatives / Carnell, Samuel 1832-1920 :Maori portrait negatives",1870,"
[Between 1870 and 1880]",Hawkes Bay district,"Carnell, Samuel, 1832-1935","
Carte de visite portrait of a Maori man named Kiri Wera, taken, probably in the 1870s, by Samuel Carnell of Napier.

Dated from Carnell's use of the wet plate process early in his career.

Cartes-de-visite made from this negative are held at PA2-0411, PA2-0412, and PA2-2872. PA2-0412 is inscribed ""Taupo native"". PA2-2872 is inscribed ""Kiri Wera; an old sporting friend who lived with me for a long time. J.A.G""",Partly restricted - Please use surrogate in place of original,,
maori-glass-bw-037,https://thumbnailer.digitalnz.org/?resize=664%3E&src=https%3A%2F%2Fndhadeliver.natlib.govt.nz%2FNLNZStreamGate%2Fget%3Fdps_pid%3DIE329787,https://thumbnailer.digitalnz.org/?resize=664%3E&src=https%3A%2F%2Fndhadeliver.natlib.govt.nz%2FNLNZStreamGate%2Fget%3Fdps_pid%3DIE329787,The National Library of New Zealand,image,image/jpeg,,maori-glass-bw,woman (wahine); man (tāne); pair; life; cloak,Unidentified Maori man and woman seated in the porch of a Hawke's Bay meeting house,"
Carnell, Samuel 1832-1920 :Maori portrait negatives / Carnell, Samuel 1832-1920 :Maori portrait negatives",1890,Between 1890 and 1900,Hawke's Bay,,"Unidentified Maori man and woman seated in the porch of a Hawke's Bay meeting house, circa 1890s. Both wear kakahu (cloaks). Shows a whariki (flax floor mat), tukutuku (ornamental lattice weaving) panels and kowhaiwhai (rafter patterns). Photograph taken by Samuel Carnell.

Published in `Maori; A Photographic and Social History' by Michael King, Heinemann, 1983, page 87.

Dated from Carnell's use of dry plate process and 6.5 x 4.75 inch format later in his career.

Quantity: 1 b&w original negative(s).

Physical Description: Dry plate glass negative 6.5 x 4.75 inches",Partly restricted - Please use surrogate in place of original,,
maori-glass-bw-038,https://thumbnailer.digitalnz.org/?resize=664%3E&src=https%3A%2F%2Fndhadeliver.natlib.govt.nz%2FNLNZStreamGate%2Fget%3Fdps_pid%3DIE337047,https://thumbnailer.digitalnz.org/?resize=664%3E&src=https%3A%2F%2Fndhadeliver.natlib.govt.nz%2FNLNZStreamGate%2Fget%3Fdps_pid%3DIE337047,The National Library of New Zealand,image,image/jpeg,,maori-glass-bw,woman (wahine); man (tāne); pair; portrait; cloak,Arapata Hakiwai and Ripeka Hakiwai,"
Carnell, Samuel 1832-1920 :Maori portrait negatives / Carnell, Samuel 1832-1920 :Maori portrait negatives",1870,"
1870 - 1900",,"Carnell, Samuel, 1832-1934","
Studio portrait of Arapata Hakiwai and Ripeka Hakiwai. is wearing a Korowai (cloak) over his clothes.

Identified by Ngatai Huata

Inscriptions: Marginal notes on negative - centre right - Albert the Maori Wool Carrier

The korowai appears in other portraits by Samuel Carnell, and was probably owned by the studio.

Quantity: 1 b&w original negative(s).

Physical Description: Wet collodion glass negative 4.25 x 3.25 inches",Partly restricted - Please use surrogate in place of original,,
maori-glass-bw-039,https://thumbnailer.digitalnz.org/?resize=664%3E&src=https%3A%2F%2Fndhadeliver.natlib.govt.nz%2FNLNZStreamGate%2Fget%3Fdps_pid%3DIE69343,https://thumbnailer.digitalnz.org/?resize=664%3E&src=https%3A%2F%2Fndhadeliver.natlib.govt.nz%2FNLNZStreamGate%2Fget%3Fdps_pid%3DIE69343,The National Library of New Zealand,image,image/jpeg,,maori-glass-bw,group; life; cloak,Group at Pawhakairo,"
Carnell, Samuel 1832-1920 :Maori portrait negatives / Carnell, Samuel 1832-1920 :Maori portrait negatives",1870,1869 or 1871,Hawke's Bay,"Carnell, Samuel, 1832-1934","Group at Pawhakairo, Hawkes Bay, taken in 1869 or 1871 by Samuel Carnell of Napier.

Marginal note on 1/4-022075 (copy negative of same image) indicates original taken at Waiohike [sic] Pa in 1871. As the pencilled inscriptions giving the dates were put on both negatives some time after they were made, it is not clear whether the image was made in 1869 or 1871. Another copy negative is at 1/4-022169-G.

Both copy negatives show a larger image area than this plate. It is possible that this image has been cut down from a larger plate.

Inscriptions: Marginal notes on negative - top left - Group at Pawhakiro [sic]; Marginal notes on negative - top centre - Wai o hiki Pah; Marginal notes on negative - centre right - Taken 1869

Quantity: 1 b&w original negative(s).

Physical Description: Wet collodion glass negative 4.25 x 3.25 inches",Partly restricted - Please use surrogate in place of original,,
maori-glass-bw-040,https://kura.aucklandlibraries.govt.nz/digital/api/singleitem/image/photos/94614/default.jpg,https://kura.aucklandlibraries.govt.nz/digital/api/singleitem/image/photos/94614/default.jpg,"Auckland Council Libraries
Central City Library
Special Collections",image,image/jpeg,,maori-glass-bw,woman (wahine); portrait; cloak,Studio portrait of a Māori woman,"Accession 1365
https://kura.aucklandlibraries.govt.nz/digital/collection/photos/search/searchterm/Accession%201365/field/source/mode/exact/conn/and",1870,1870-1879,,"Spencer, Charles, 1854-1933",Full length seated portrait of an unidentified Māori woman wearing a European dress with a traditional cloak draped across her right shoulder. She is holding a book in her right hand; her left hand is resting on a small dog lying on a table next to her.,"Copyright restrictions may apply, please check with Auckland Libraries",European dress with a traditional cloak,
maori-glass-bw-041,https://kura.aucklandlibraries.govt.nz/digital/api/singleitem/image/photos/94674/default.jpg,https://kura.aucklandlibraries.govt.nz/digital/api/singleitem/image/photos/94674/default.jpg,"Auckland Council Libraries
Central City Library
Special Collections",image,image/jpeg,,maori-glass-bw,woman (wahine); portrait; cloak,Māori woman in a traditional cloak,"Accession 1365
https://kura.aucklandlibraries.govt.nz/digital/collection/photos/search/searchterm/Accession%201365/field/source/mode/exact/conn/and",1900,1900-1909,,"Spencer, Charles, 1854-1933",,"Copyright restrictions may apply, please check with Auckland Libraries",,
maori-glass-bw-042,https://kura.aucklandlibraries.govt.nz/digital/api/singleitem/image/photos/276113/default.jpg,https://kura.aucklandlibraries.govt.nz/digital/api/singleitem/image/photos/276113/default.jpg,"Auckland Council Libraries
Central City Library
Special Collections",image,image/jpeg,,maori-glass-bw,woman (wahine); portrait; cloak,Studio portrait of a Māori woman,"Radcliffe Collection
https://kura.aucklandlibraries.govt.nz/digital/collection/photos/search/searchterm/Radcliffe%20Collection/field/source/mode/exact/conn/and",1900,1908,,"Radcliffe, Frederick George, 1863-1923","Studio portrait of a Māori woman
A Māori woman in a flax cloak, a feather in her hair, holding a taiaha, sitting in front of a studio backdrop painted with a whare",No known copyright restrictions,,
maori-glass-bw-043,https://kura.aucklandlibraries.govt.nz/digital/api/singleitem/image/photos/275448/default.jpg,https://kura.aucklandlibraries.govt.nz/digital/api/singleitem/image/photos/275448/default.jpg,"Auckland Council Libraries
Central City Library
Special Collections",image,image/jpeg,,maori-glass-bw,woman (wahine); portrait; cloak,Māori woman,"Radcliffe Collection
https://kura.aucklandlibraries.govt.nz/digital/collection/photos/search/searchterm/Radcliffe%20Collection/field/source/mode/exact/conn/and",1910,1910-1919,,"Wilson, William Thompson, 1882-1917",A studio portrait showing an unidentified Māori woman wearing a cloak and a feather in her hair,No known copyright restrictions,,
maori-glass-bw-044,https://kura.aucklandlibraries.govt.nz/digital/api/singleitem/image/photos/275451/default.jpg,https://kura.aucklandlibraries.govt.nz/digital/api/singleitem/image/photos/275451/default.jpg,"Auckland Council Libraries
Central City Library
Special Collections",image,image/jpeg,,maori-glass-bw,woman (wahine); life; cloak,Māori woman,"Radcliffe Collection
https://kura.aucklandlibraries.govt.nz/digital/collection/photos/search/searchterm/Radcliffe%20Collection/field/source/mode/exact/conn/and",1910,1910-1919," Rotorua, possibly Whakarewarewa","Radcliffe, Frederick George, 1863-1923","        
Showing an unidentified Māori woman wearing a feather cloak, piupiu and a tiki in an unidentified location in Rotorua, possibly Whakarewarewa",No known copyright restrictions,"feather cloak
tiki
piupiu",
maori-newspaper-bw-045,https://kura.aucklandlibraries.govt.nz/digital/api/singleitem/image/photos/251157/default.jpg,https://kura.aucklandlibraries.govt.nz/digital/api/singleitem/image/photos/251157/default.jpg,"Auckland Council Libraries
Central City Library
Special Collections",image,image/jpeg,,maori-newspaper-bw,woman (wahine); life; portrait,Day dreams at the Kainga: camera study of a tattooed Māori woman,"Auckland Weekly News
https://kura.aucklandlibraries.govt.nz/digital/collection/photos/search/searchterm/Auckland%20Weekly%20News/field/source/mode/exact/conn/and",1920,1929,,"Auckland Weekly News; Garlick, Eunice Harriett, 1883-1951","Day dreams at the Kainga: camera study of a tattooed Māori woman
1929-12-11
Supplement to the Auckland Weekly News, 11 December 1929, p.52",No known copyright restrictions,,
maori-glass-bw-046,https://kura.aucklandlibraries.govt.nz/digital/api/singleitem/image/photos/94544/default.jpg,https://kura.aucklandlibraries.govt.nz/digital/api/singleitem/image/photos/94544/default.jpg,"Auckland Council Libraries
Central City Library
Special Collections",image,image/jpeg,,maori-glass-bw,woman (wahine); portrait; cloak,Studio portrait of a Māori woman,"Accession 1365
https://kura.aucklandlibraries.govt.nz/digital/collection/photos/search/searchterm/Accession%201365/field/source/mode/exact/conn/and",1870,1870-1879,,"Spencer, Charles, 1854-1933","Studio portrait of a Māori woman
Full length seated portrait of an unidentified Māori woman with chin moko wearing a traditional cloak and a greenstone necklace. Her left hand is resting on a book lying on a table next to her; there is a small dog at her feet.","Copyright restrictions may apply, please check with Auckland Libraries","chin moko
greenstone necklace",
maori-glass-bw-047,https://kura.aucklandlibraries.govt.nz/digital/api/singleitem/image/photos/275448/default.jpg,https://kura.aucklandlibraries.govt.nz/digital/api/singleitem/image/photos/275448/default.jpg,"Auckland Council Libraries
Central City Library
Special Collections",image,image/jpeg,,maori-glass-bw,woman (wahine); portrait; cloak,Māori woman,"Radcliffe Collection
https://kura.aucklandlibraries.govt.nz/digital/collection/photos/search/searchterm/Radcliffe%20Collection/field/source/mode/exact/conn/and",1910,1910-1919,,"Wilson, William Thompson, 1882-1917",A studio portrait showing an unidentified Māori woman wearing a cloak and a feather in her hair,No known copyright restrictions,,
maori-print-bw-048,https://kura.aucklandlibraries.govt.nz/digital/api/singleitem/image/photos/329232/default.jpg,https://kura.aucklandlibraries.govt.nz/digital/api/singleitem/image/photos/329232/default.jpg,"Auckland Council Libraries
Central City Library
Special Collections",image,image/jpeg,,maori-print-bw,woman (wahine); portrait; cloak,Māori woman,"Album 51
https://kura.aucklandlibraries.govt.nz/digital/collection/photos/search/searchterm/Album%2051/field/source/mode/exact/conn/and",1900,1900-1909,,"Partington, William Henry Thomas, 1854-1940","A young Māori woman with huia feathers in her hair, wearing a korowai (tag cloak).",No known copyright restrictions,"huia feather
korowai cloak (tag cloak)",
maori-cv-bw-049,https://kura.aucklandlibraries.govt.nz/digital/api/singleitem/image/photos/319985/default.jpg,https://kura.aucklandlibraries.govt.nz/digital/api/singleitem/image/photos/319985/default.jpg,"Auckland Council Libraries
Central City Library
Special Collections",image,image/jpeg,,maori-cv-bw,woman (wahine); portrait; cloak,Unidentified woman,"Accession 589
https://kura.aucklandlibraries.govt.nz/digital/collection/photos/search/searchterm/Accession%20589/field/source/mode/exact/conn/and","1860
1870",1860-1879,,"Bragge, James, 1833-1908","Portrait of an unidentified Māori woman with moko, wearing a korowai cloak",No known copyright restrictions,"chin moko (moko kauwae)
korowai cloak",
maori-print-bw-050,https://kura.aucklandlibraries.govt.nz/digital/api/singleitem/image/photos/329089/default.jpg,https://kura.aucklandlibraries.govt.nz/digital/api/singleitem/image/photos/329089/default.jpg,"Auckland Council Libraries
Central City Library
Special Collections",image,image/jpeg,,maori-print-bw,woman (wahine); portrait; cloak,Young Māori woman,"Album 51
https://kura.aucklandlibraries.govt.nz/digital/collection/photos/search/searchterm/Album%2051/field/source/mode/exact/conn/and",1900,1900-1909,Whanganui River region ,"Partington, William Henry Thomas, 1854-1940","A young Māori woman wearing a piupiu and with a huia feather in her hair.
See 'Te Awa; Partington photographs of Whanganui Maori', p63.",No known copyright restrictions,"huia feather
piupiu",
maori-print-bw-051,https://kura.aucklandlibraries.govt.nz/digital/api/singleitem/image/photos/329201/default.jpg,https://kura.aucklandlibraries.govt.nz/digital/api/singleitem/image/photos/329201/default.jpg,"Auckland Council Libraries
Central City Library
Special Collections",image,image/jpeg,,maori-print-bw,woman (wahine); portrait; cloak,Young Māori woman,"Album 51
https://kura.aucklandlibraries.govt.nz/digital/collection/photos/search/searchterm/Album%2051/field/source/mode/exact/conn/and",1900,1900-1909,,"Partington, William Henry Thomas, 1854-1940",A young Māori woman wearing a korowai (tag cloak). Hawiratenco Pare tattooed on her right arm.,No known copyright restrictions,"korowai cloak
Hawiratenco Pare tattoo",
maori-print-bw-052,https://kura.aucklandlibraries.govt.nz/digital/api/singleitem/image/photos/68545/default.jpg,https://kura.aucklandlibraries.govt.nz/digital/api/singleitem/image/photos/68545/default.jpg,"Auckland Council Libraries
Central City Library
Special Collections; Accessions Sequence",image,image/jpeg,,maori-print-bw,woman (wahine); portrait,Unidentified Māori woman,"Accession 1691
https://kura.aucklandlibraries.govt.nz/digital/collection/photos/search/searchterm/Accession%201691/field/source/mode/exact/conn/and",unidentified,unidentified,,unidentified,Unidentified Māori woman,No known copyright restrictions,chin moko,
maori-print-bw-053,https://kura.aucklandlibraries.govt.nz/digital/api/singleitem/image/photos/329129/default.jpg,https://kura.aucklandlibraries.govt.nz/digital/api/singleitem/image/photos/329129/default.jpg,"Auckland Council Libraries
Central City Library
Special Collections",image,image/jpeg,,maori-print-bw,woman (wahine); portrait; cloak,Māori woman,"Album 51
https://kura.aucklandlibraries.govt.nz/digital/collection/photos/search/searchterm/Album%2051/field/source/mode/exact/conn/and",1900,1900-1909,,"Partington, William Henry Thomas, 1854-1940","A young Māori woman with huia feathers in her hair, wearing a korowai (tag cloak).",No known copyright restrictions,"huia feather
korowai cloak",
maori-glass-bw-054,https://kura.aucklandlibraries.govt.nz/digital/api/singleitem/image/photos/266018/default.jpg,https://kura.aucklandlibraries.govt.nz/digital/api/singleitem/image/photos/266018/default.jpg,"Auckland Council Libraries
Central City Library
Special Collections",image,image/jpeg,,maori-glass-bw,woman (wahine); life; portrait,Young Māori woman,"Accession 1836
https://kura.aucklandlibraries.govt.nz/digital/collection/photos/search/searchterm/Accession%201836/field/source/mode/exact/conn/and",1920,1920-1929,,"probably Arthur Wellington Kemp, 1891-1980.",Outdoor portrait of a young Māori woman wearing a jacket and skirt and greenstone tiki,No known copyright restrictions,greenstone tiki,
maori-glass-bw-055,https://kura.aucklandlibraries.govt.nz/digital/api/singleitem/image/photos/275298/default.jpg,https://kura.aucklandlibraries.govt.nz/digital/api/singleitem/image/photos/275298/default.jpg,"Auckland Council Libraries
Central City Library
Special Collections",image,image/jpeg,,maori-glass-bw,woman (wahine); life; portrait; cloak,Māori woman,"Radcliffe Collection
https://kura.aucklandlibraries.govt.nz/digital/collection/photos/search/searchterm/Radcliffe%20Collection/field/source/mode/exact/conn/and",1910,1910-1919,Whakarewarewa,"Radcliffe, Frederick George, 1863-1923","Showing an unidentified Māori woman at Whakarewarewa wearing a cloak, tiki and piupiu
link with maori-woman-05",No known copyright restrictions,"cloak
tiki
piupiu",
maori-print-bw-056,https://kura.aucklandlibraries.govt.nz/digital/api/singleitem/image/photos/329154/default.jpg,https://kura.aucklandlibraries.govt.nz/digital/api/singleitem/image/photos/329154/default.jpg,"Auckland Council Libraries
Central City Library
Special Collections",image,image/jpeg,,maori-print-bw,woman (wahine); life; portrait; cloak,Young Māori woman at Putiki,"Album 51
https://kura.aucklandlibraries.govt.nz/digital/collection/photos/search/searchterm/Album%2051/field/source/mode/exact/conn/and",1900,1900-1909,"Putiki 
Putiki is a settlement in the Whanganui District and Manawatū-Whanganui region of New Zealand's North Island, located across the Whanganui River from Whanganui city.","Partington, William Henry Thomas, 1854-1940","Outdoor portrait of a young Māori woman at Putiki draped with piupiu, reclining on a flax mat with her head supported by her right hand.",No known copyright restrictions,"piupiu
flax mat",
maori-glass-bw-057,https://kura.aucklandlibraries.govt.nz/digital/api/singleitem/image/photos/94562/default.jpg,https://kura.aucklandlibraries.govt.nz/digital/api/singleitem/image/photos/94562/default.jpg,"Auckland Council Libraries
Central City Library
Special Collections",image,image/jpeg,,maori-glass-bw,woman (wahine); portrait,Māori woman holding a doll,"Accession 1365
https://kura.aucklandlibraries.govt.nz/digital/collection/photos/search/searchterm/Accession%201365/field/source/mode/exact/conn/and",1870,1870-1879,,"Spencer, Charles, 1854-1933",A Māori woman wearing a European dress and holding a child's doll,"Copyright restrictions may apply, please check with Auckland Libraries",European dress,
maori-print-bw-058,https://kura.aucklandlibraries.govt.nz/digital/api/singleitem/image/photos/121179/default.jpg,https://kura.aucklandlibraries.govt.nz/digital/api/singleitem/image/photos/121179/default.jpg,"Auckland Council Libraries
Central City Library
Special Collections",compound_object,compound_object,,maori-print-bw,woman (wahine); portrait; cloak,Māori woman,"        
Album 50
https://kura.aucklandlibraries.govt.nz/digital/collection/photos/search/searchterm/Album%2050/field/source/mode/exact/conn/and",1910,1910-1919,,unidentified,Young Māori woman reclining under a feather cloak,No known copyright restrictions,feather cloak,
maori-postcard-bw-058,https://onehera.waikato.ac.nz/assets/display/34306-max?u=0a6a1995826656965c4db29c402c3dee,https://onehera.waikato.ac.nz/assets/display/34306-max?u=0a6a1995826656965c4db29c402c3dee,https://onehera.waikato.ac.nz/nodes/view/5054,image,image/jpeg,maori-print-bw-058,maori-postcard-bw,,,University of Waikato Library,Māori Postcards c.1890-1940,,,,,,,
maori-print-bw-059,https://kura.aucklandlibraries.govt.nz/digital/api/singleitem/image/photos/329217/default.jpg,https://kura.aucklandlibraries.govt.nz/digital/api/singleitem/image/photos/329217/default.jpg,"Auckland Council Libraries
Central City Library
Special Collections",image,image/jpeg,,maori-print-bw,woman (wahine); portrait; cloak,Young Māori woman,"Album 51
https://kura.aucklandlibraries.govt.nz/digital/collection/photos/search/searchterm/Album%2051/field/source/mode/exact/conn/and",1900,1900-1909,,"Partington, William Henry Thomas, 1854-1940",Head and shoulders portrait of an unidentified young Māori woman,No known copyright restrictions,,
maori-print-bw-060,https://kura.aucklandlibraries.govt.nz/digital/api/singleitem/image/photos/329114/default.jpg,https://kura.aucklandlibraries.govt.nz/digital/api/singleitem/image/photos/329114/default.jpg,"Auckland Council Libraries
Central City Library
Special Collections",image,image/jpeg,,maori-print-bw,woman (wahine); portrait; cloak,Young Māori woman,"Album 51
https://kura.aucklandlibraries.govt.nz/digital/collection/photos/search/searchterm/Album%2051/field/source/mode/exact/conn/and",1900,1900-1909,,"Partington, William Henry Thomas, 1854-1940","A young Māori woman with chin moko, a huia feather in her hair, and wearing a korowai (tag cloak).",No known copyright restrictions,korowai cloak,
maori-print-bw-061,https://kura.aucklandlibraries.govt.nz/digital/api/singleitem/image/photos/329115/default.jpg,https://kura.aucklandlibraries.govt.nz/digital/api/singleitem/image/photos/329115/default.jpg,"Auckland Council Libraries
Central City Library
Special Collections",image,image/jpeg,,maori-print-bw,woman (wahine); portrait; cloak,Young Māori woman,"Album 51
https://kura.aucklandlibraries.govt.nz/digital/collection/photos/search/searchterm/Album%2051/field/source/mode/exact/conn/and",1900,1900-1909,,"Partington, William Henry Thomas, 1854-1940","A young Māori woman with enhanced moko, wearing a korowai (tag cloak).",No known copyright restrictions,"enhanced moko
korowai cloak",
maori-print-bw-062,https://kura.aucklandlibraries.govt.nz/digital/api/singleitem/image/photos/329108/default.jpg,https://kura.aucklandlibraries.govt.nz/digital/api/singleitem/image/photos/329108/default.jpg,"Auckland Council Libraries
Central City Library
Special Collections",image,image/jpeg,,maori-print-bw,woman (wahine); portrait; cloak,Young Māori woman,"Album 51
https://kura.aucklandlibraries.govt.nz/digital/collection/photos/search/searchterm/Album%2051/field/source/mode/exact/conn/and",1900,1900-1909,,"Partington, William Henry Thomas, 1854-1940",A young Māori woman wearing a korowai (tag cloak) and with a feather in her hair.,No known copyright restrictions,"korowai cloak
feather",
maori-print-bw-063,https://kura.aucklandlibraries.govt.nz/digital/api/singleitem/image/photos/329204/default.jpg,https://kura.aucklandlibraries.govt.nz/digital/api/singleitem/image/photos/329204/default.jpg,"Auckland Council Libraries
Central City Library
Special Collections",image,image/jpeg,,maori-print-bw,woman (wahine); portrait; cloak,Young Māori woman,"Album 51
https://kura.aucklandlibraries.govt.nz/digital/collection/photos/search/searchterm/Album%2051/field/source/mode/exact/conn/and",1900,1900-1909,,"Partington, William Henry Thomas, 1854-1940","A young Māori woman with a huia feather in her hair, and wearing a piupiu round her shoulders",No known copyright restrictions,"huia feather
piupiu",
